
B-V,Vmag,class
0.769,8.14,main_sequence
0.661,8.22,main_sequence
1.019,10.65,main_sequence
0.82,9.08,main_sequence
0.847,9.54,main_sequence
0.594,7.16,main_sequence
0.88,9.02,main_sequence
0.726,8.9,main_sequence
0.656,7.15,main_sequence
0.912,11.13,main_sequence
0.758,8.55,main_sequence
0.759,6.92,main_sequence
0.65,8.21,main_sequence
0.614,7.39,main_sequence
1.521,2.24,giant
1.002,6.55,main_sequence
0.924,8.53,main_sequence
1.049,10.7,main_sequence
0.74,8.19,main_sequence
0.935,3.7,main_sequence
1.11,10.82,main_sequence
1.188,9.8,main_sequence
0.919,9.64,main_sequence
0.987,3.32,main_sequence
0.664,8.48,main_sequence
0.747,6.28,main_sequence
0.739,8.89,main_sequence
0.876,9.22,main_sequence
0.458,7.01,main_sequence
0.531,6.79,main_sequence
0.639,7.67,main_sequence
0.67,8.47,main_sequence
0.624,7.65,main_sequence
0.663,7.77,main_sequence
0.255,4.92,main_sequence
1.004,10.18,main_sequence
0.228,4.33,main_sequence
0.65,7.6,main_sequence
0.793,8.83,main_sequence
0.49,5.67,main_sequence
0.943,5.97,main_sequence
1.01,10.52,main_sequence
0.464,5.86,main_sequence
0.697,8.2,main_sequence
0.599,7.27,main_sequence
1.586,11.15,main_sequence
0.861,9.33,main_sequence
0.434,7.99,main_sequence
0.579,6.51,main_sequence
0.586,7.59,main_sequence
1.582,3.1,giant
1.084,5.41,giant
0.759,7.34,main_sequence
0.713,7.95,main_sequence
1.008,9.35,main_sequence
0.845,8.67,main_sequence
0.932,9.25,main_sequence
-0.031,1.79,main_sequence
0.8,11.69,main_sequence
0.603,8.05,main_sequence
0.715,8.58,main_sequence
0.441,6.85,main_sequence
0.548,6.75,main_sequence
0.867,9.87,main_sequence
1.236,10.9,main_sequence
0.475,6.95,main_sequence
0.463,6.88,main_sequence
0.678,9.54,main_sequence
0.451,7.02,main_sequence
0.635,8.26,main_sequence
0.885,8.97,main_sequence
0.767,8.61,main_sequence
0.442,7.16,main_sequence
0.864,9.28,main_sequence
0.691,8.52,main_sequence
0.634,7.8,main_sequence
0.815,8.65,main_sequence
0.56,7.98,main_sequence
0.374,6.77,main_sequence
0.792,9.0,main_sequence
0.553,6.49,main_sequence
0.998,9.56,main_sequence
1.254,10.83,main_sequence
0.525,7.5,main_sequence
1.21,10.49,main_sequence
1.06,9.96,main_sequence
0.804,9.34,main_sequence
0.76,8.64,main_sequence
0.994,9.13,main_sequence
1.38,10.71,main_sequence
0.17,4.67,main_sequence
0.18,4.59,main_sequence
0.437,6.3,main_sequence
0.192,4.34,main_sequence
0.285,5.73,main_sequence
0.593,6.39,main_sequence
0.913,8.91,main_sequence
1.569,10.34,main_sequence
0.784,8.43,main_sequence
0.622,8.47,main_sequence
1.395,12.07,main_sequence
0.569,7.37,main_sequence
0.161,4.62,main_sequence
0.204,4.98,main_sequence
1.588,10.53,main_sequence
0.676,7.62,main_sequence
1.098,10.19,main_sequence
1.556,10.16,main_sequence
0.573,5.27,main_sequence
1.082,4.02,giant
0.508,7.06,main_sequence
0.912,9.7,main_sequence
0.699,8.6,main_sequence
0.569,7.2,main_sequence
1.079,4.02,giant
0.601,7.6,main_sequence
1.24,11.19,main_sequence
0.888,7.07,main_sequence
0.612,7.61,main_sequence
0.985,9.92,main_sequence
0.475,6.93,main_sequence
1.012,3.76,giant
0.359,6.51,main_sequence
0.296,5.53,main_sequence
0.367,5.2,main_sequence
0.434,6.22,main_sequence
0.757,8.17,main_sequence
0.346,5.23,main_sequence
0.75,7.97,main_sequence
0.643,6.7,main_sequence
0.866,9.16,main_sequence
0.76,7.57,main_sequence
0.444,6.35,main_sequence
0.667,8.8,main_sequence
0.444,7.26,main_sequence
0.76,7.94,main_sequence
1.156,5.0,giant
0.606,7.97,main_sequence
1.257,4.45,giant
1.42,10.46,main_sequence
0.479,6.02,main_sequence
0.68,8.31,main_sequence
0.505,6.36,main_sequence
0.809,8.46,main_sequence
1.1,11.45,main_sequence
0.513,7.25,main_sequence
0.842,8.79,main_sequence
0.841,8.59,main_sequence
0.88,9.9,main_sequence
0.906,9.42,main_sequence
0.438,6.57,main_sequence
0.937,4.98,main_sequence
0.656,8.17,main_sequence
0.872,8.97,main_sequence
0.02,5.03,main_sequence
0.751,8.97,main_sequence
0.35,4.27,main_sequence
0.578,7.91,main_sequence
0.932,9.44,main_sequence
0.534,7.91,main_sequence
0.935,10.56,main_sequence
0.812,9.23,main_sequence
0.78,9.0,main_sequence
0.623,7.45,main_sequence
0.808,8.87,main_sequence
1.28,10.73,main_sequence
0.754,9.03,main_sequence
0.394,6.6,main_sequence
0.637,8.27,main_sequence
0.805,8.44,main_sequence
0.526,6.48,main_sequence
0.654,7.81,main_sequence
0.8,8.83,main_sequence
1.01,10.11,main_sequence
0.614,7.73,main_sequence
0.67,7.91,main_sequence
0.672,8.16,main_sequence
0.414,6.37,main_sequence
1.163,10.21,main_sequence
0.774,8.46,main_sequence
0.928,5.17,main_sequence
0.606,6.67,main_sequence
0.845,8.98,main_sequence
0.805,9.15,main_sequence
0.906,10.39,main_sequence
0.907,9.04,main_sequence
0.525,6.97,main_sequence
0.426,5.06,main_sequence
0.224,10.94,white_dwarf
0.537,7.53,main_sequence
0.734,8.11,main_sequence
0.838,9.23,main_sequence
0.733,8.99,main_sequence
0.664,7.64,main_sequence
0.711,7.48,main_sequence
0.567,6.87,main_sequence
0.591,7.89,main_sequence
0.59,6.29,main_sequence
1.9,11.32,main_sequence
0.679,8.38,main_sequence
1.509,9.91,main_sequence
1.049,10.11,main_sequence
0.884,9.0,main_sequence
0.591,7.07,main_sequence
0.661,7.83,main_sequence
0.61,6.77,main_sequence
0.888,3.84,main_sequence
0.611,6.97,main_sequence
0.403,6.04,main_sequence
0.613,7.76,main_sequence
0.787,9.14,main_sequence
0.234,5.39,main_sequence
0.518,7.98,main_sequence
0.574,7.22,main_sequence
0.624,7.78,main_sequence
0.93,9.55,main_sequence
1.299,10.87,main_sequence
0.746,9.36,main_sequence
1.181,10.25,main_sequence
0.878,8.78,main_sequence
0.9,8.93,main_sequence
0.889,9.52,main_sequence
0.796,7.41,main_sequence
1.019,3.89,giant
1.31,10.9,main_sequence
1.2,10.32,main_sequence
0.641,7.19,main_sequence
0.917,9.47,main_sequence
0.614,8.35,main_sequence
0.345,5.68,main_sequence
1.11,9.91,main_sequence
0.17,5.3,main_sequence
0.412,6.83,main_sequence
0.948,9.19,main_sequence
0.626,8.16,main_sequence
0.544,7.33,main_sequence
0.669,7.69,main_sequence
1.31,10.85,main_sequence
1.058,5.09,giant
0.776,8.35,main_sequence
0.717,8.62,main_sequence
0.661,7.44,main_sequence
0.572,7.99,main_sequence
0.734,8.26,main_sequence
0.463,6.43,main_sequence
1.38,11.28,main_sequence
1.023,5.97,giant
0.572,7.13,main_sequence
0.568,7.4,main_sequence
0.394,6.51,main_sequence
1.123,9.8,main_sequence
0.53,5.7,main_sequence
0.81,9.06,main_sequence
0.75,9.07,main_sequence
1.038,9.88,main_sequence
0.873,9.48,main_sequence
0.114,4.28,main_sequence
0.504,7.02,main_sequence
0.906,9.5,main_sequence
0.072,4.94,main_sequence
0.151,4.93,main_sequence
0.381,6.55,main_sequence
0.685,8.46,main_sequence
0.76,9.12,main_sequence
0.689,7.51,main_sequence
1.14,9.72,main_sequence
0.723,8.64,main_sequence
0.684,8.2,main_sequence
0.594,7.2,main_sequence
1.081,9.96,main_sequence
0.891,9.95,main_sequence
1.229,11.33,main_sequence
0.864,8.87,main_sequence
0.505,6.49,main_sequence
0.726,7.13,main_sequence
0.554,8.65,main_sequence
0.426,6.75,main_sequence
0.881,8.6,main_sequence
0.52,7.49,main_sequence
0.519,6.71,main_sequence
0.832,8.89,main_sequence
0.199,4.21,main_sequence
0.22,6.74,main_sequence
0.779,8.86,main_sequence
0.884,8.34,main_sequence
0.696,8.77,main_sequence
0.422,6.47,main_sequence
0.831,9.25,main_sequence
0.709,7.6,main_sequence
0.915,10.07,main_sequence
0.548,7.47,main_sequence
1.4,11.88,main_sequence
0.565,8.04,main_sequence
0.371,6.51,main_sequence
0.667,7.5,main_sequence
0.597,7.78,main_sequence
0.607,7.21,main_sequence
1.095,10.06,main_sequence
0.62,6.51,main_sequence
1.381,11.41,main_sequence
0.218,5.59,main_sequence
1.101,10.43,main_sequence
0.163,3.42,main_sequence
0.939,9.44,main_sequence
0.883,6.29,main_sequence
0.527,7.31,main_sequence
0.361,5.11,main_sequence
0.979,9.25,main_sequence
1.027,10.53,main_sequence
1.356,10.86,main_sequence
0.198,5.06,main_sequence
0.966,9.6,main_sequence
0.814,8.97,main_sequence
0.9,9.82,main_sequence
1.095,10.52,main_sequence
0.325,4.73,main_sequence
0.661,6.38,main_sequence
0.607,7.02,main_sequence
0.544,7.27,main_sequence
1.347,11.76,main_sequence
1.14,10.77,main_sequence
1.348,10.59,main_sequence
0.673,8.61,main_sequence
0.829,8.33,main_sequence
0.376,6.62,main_sequence
0.4,6.1,main_sequence
1.217,11.1,main_sequence
0.62,7.68,main_sequence
0.717,8.65,main_sequence
0.748,7.72,main_sequence
0.614,7.33,main_sequence
1.027,9.07,main_sequence
1.19,11.04,main_sequence
0.632,8.55,main_sequence
0.423,6.91,main_sequence
0.894,9.48,main_sequence
0.959,10.49,main_sequence
1.089,10.12,main_sequence
0.169,4.82,main_sequence
0.49,5.13,main_sequence
0.654,7.97,main_sequence
1.05,10.75,main_sequence
0.476,6.64,main_sequence
-0.01,4.08,main_sequence
0.386,5.88,main_sequence
0.546,7.59,main_sequence
0.997,9.72,main_sequence
1.348,12.39,main_sequence
0.909,9.59,main_sequence
0.393,8.43,main_sequence
0.94,9.69,main_sequence
1.003,9.77,main_sequence
0.507,6.96,main_sequence
1.29,11.65,main_sequence
1.11,10.58,main_sequence
0.575,6.98,main_sequence
1.262,11.72,main_sequence
0.654,7.44,main_sequence
0.99,3.21,main_sequence
0.665,8.18,main_sequence
0.625,6.38,main_sequence
0.614,8.39,main_sequence
0.714,8.08,main_sequence
0.924,9.12,main_sequence
1.079,10.04,main_sequence
0.737,8.08,main_sequence
0.667,8.47,main_sequence
0.488,7.27,main_sequence
0.75,8.45,main_sequence
1.409,11.57,main_sequence
1.024,10.56,main_sequence
0.69,8.65,main_sequence
0.854,8.89,main_sequence
0.535,6.72,main_sequence
0.654,6.75,main_sequence
1.21,10.67,main_sequence
1.108,4.08,giant
1.255,10.21,main_sequence
1.022,9.76,main_sequence
1.5,12.37,main_sequence
0.297,5.48,main_sequence
0.989,9.92,main_sequence
0.858,9.48,main_sequence
0.235,6.08,main_sequence
0.481,6.12,main_sequence
0.8,8.06,main_sequence
0.333,5.75,main_sequence
0.864,8.73,main_sequence
0.697,7.99,main_sequence
1.305,10.87,main_sequence
1.38,11.56,main_sequence
1.224,10.67,main_sequence
1.03,10.66,main_sequence
0.681,6.86,main_sequence
0.831,9.55,main_sequence
1.414,11.81,main_sequence
0.954,9.72,main_sequence
0.656,7.65,main_sequence
1.61,10.67,main_sequence
1.15,10.7,main_sequence
1.29,11.13,main_sequence
0.622,8.12,main_sequence
0.699,8.03,main_sequence
1.298,11.11,main_sequence
0.641,8.39,main_sequence
0.867,8.91,main_sequence
0.949,6.28,main_sequence
0.684,8.07,main_sequence
0.514,6.66,main_sequence
0.32,3.69,main_sequence
0.536,7.43,main_sequence
0.672,8.54,main_sequence
1.231,11.35,main_sequence
1.105,10.74,main_sequence
1.189,10.94,main_sequence
0.654,7.85,main_sequence
0.831,9.22,main_sequence
0.484,6.49,main_sequence
0.477,6.86,main_sequence
0.781,9.48,main_sequence
0.413,6.61,main_sequence
1.4,11.72,main_sequence
1.31,11.25,main_sequence
1.055,10.16,main_sequence
0.674,8.58,main_sequence
0.613,8.06,main_sequence
0.819,8.72,main_sequence
0.573,7.45,main_sequence
0.726,7.89,main_sequence
0.737,7.97,main_sequence
0.51,7.22,main_sequence
0.72,8.24,main_sequence
0.746,8.7,main_sequence
0.486,6.92,main_sequence
0.67,8.96,main_sequence
0.393,5.92,main_sequence
0.64,7.72,main_sequence
1.7,10.89,main_sequence
0.568,7.47,main_sequence
1.393,11.7,main_sequence
0.577,6.95,main_sequence
0.945,10.65,main_sequence
1.42,11.97,main_sequence
0.711,9.57,main_sequence
0.553,7.54,main_sequence
0.946,9.44,main_sequence
0.687,8.0,main_sequence
0.847,9.01,main_sequence
0.576,8.06,main_sequence
1.437,12.1,main_sequence
0.737,9.84,main_sequence
1.14,10.99,main_sequence
0.594,7.65,main_sequence
0.564,6.88,main_sequence
0.617,7.87,main_sequence
1.243,10.93,main_sequence
0.67,8.86,main_sequence
0.754,9.07,main_sequence
0.672,9.55,main_sequence
0.445,7.12,main_sequence
1.02,10.26,main_sequence
0.585,6.99,main_sequence
0.876,9.54,main_sequence
1.186,10.52,main_sequence
0.763,6.11,main_sequence
0.469,6.91,main_sequence
0.561,7.45,main_sequence
0.66,7.83,main_sequence
0.9,9.55,main_sequence
0.618,7.57,main_sequence
0.96,9.57,main_sequence
0.631,7.49,main_sequence
0.598,8.02,main_sequence
1.32,11.07,main_sequence
1.167,10.16,main_sequence
0.955,9.66,main_sequence
0.386,6.04,main_sequence
1.01,9.74,main_sequence
0.48,7.0,main_sequence
0.903,9.66,main_sequence
0.476,7.16,main_sequence
0.717,8.61,main_sequence
0.441,6.39,main_sequence
1.399,11.2,main_sequence
0.951,10.55,main_sequence
0.666,7.98,main_sequence
1.586,10.3,main_sequence
0.526,7.28,main_sequence
0.497,7.41,main_sequence
0.474,7.43,main_sequence
0.663,8.65,main_sequence
-0.057,3.86,main_sequence
0.372,5.62,main_sequence
0.678,8.03,main_sequence
1.185,10.27,main_sequence
0.77,8.63,main_sequence
1.21,10.55,main_sequence
0.925,9.51,main_sequence
0.914,9.32,main_sequence
0.821,9.7,main_sequence
1.21,10.25,main_sequence
1.039,4.78,giant
0.851,8.5,main_sequence
0.208,5.56,main_sequence
0.716,8.41,main_sequence
0.362,5.95,main_sequence
0.599,8.16,main_sequence
0.603,6.81,main_sequence
0.649,7.68,main_sequence
0.011,4.29,main_sequence
0.817,8.84,main_sequence
0.866,8.66,main_sequence
0.563,8.01,main_sequence
0.842,9.36,main_sequence
1.256,10.23,main_sequence
0.614,7.95,main_sequence
0.86,8.93,main_sequence
0.794,9.58,main_sequence
1.271,10.59,main_sequence
1.08,9.62,main_sequence
1.29,10.67,main_sequence
0.576,7.86,main_sequence
1.005,10.13,main_sequence
1.35,10.42,main_sequence
1.41,11.63,main_sequence
1.278,11.64,main_sequence
1.281,10.74,main_sequence
1.094,9.83,main_sequence
0.972,9.39,main_sequence
1.326,11.99,main_sequence
0.735,8.1,main_sequence
1.145,10.6,main_sequence
0.703,7.99,main_sequence
0.502,6.51,main_sequence
0.515,7.41,main_sequence
1.131,9.81,main_sequence
1.24,10.46,main_sequence
0.208,4.13,main_sequence
0.953,8.96,main_sequence
0.5,6.8,main_sequence
0.664,8.04,main_sequence
1.358,10.67,main_sequence
0.876,9.92,main_sequence
0.817,8.46,main_sequence
0.754,10.22,main_sequence
0.925,8.75,main_sequence
0.888,9.37,main_sequence
0.875,9.36,main_sequence
0.493,7.61,main_sequence
0.53,7.02,main_sequence
0.59,8.29,main_sequence
0.969,9.95,main_sequence
0.066,3.27,main_sequence
1.111,5.53,giant
0.469,6.76,main_sequence
0.397,5.91,main_sequence
0.458,6.67,main_sequence
0.56,7.04,main_sequence
1.235,10.38,main_sequence
0.549,7.73,main_sequence
0.617,7.67,main_sequence
0.644,7.67,main_sequence
0.782,8.76,main_sequence
1.511,10.91,main_sequence
0.58,8.35,main_sequence
1.2,10.98,main_sequence
1.192,10.55,main_sequence
0.88,9.88,main_sequence
1.005,9.77,main_sequence
0.586,7.06,main_sequence
1.157,11.04,main_sequence
1.577,10.71,main_sequence
1.35,11.51,main_sequence
0.852,8.85,main_sequence
1.41,12.27,main_sequence
0.632,8.12,main_sequence
-0.002,2.49,main_sequence
1.613,11.96,main_sequence
0.472,7.07,main_sequence
0.886,6.43,main_sequence
0.988,9.62,main_sequence
0.482,6.16,main_sequence
1.027,10.71,main_sequence
0.606,7.67,main_sequence
0.423,4.28,main_sequence
1.37,10.9,main_sequence
1.25,10.91,main_sequence
0.674,7.29,main_sequence
0.92,9.55,main_sequence
0.854,9.01,main_sequence
0.753,8.69,main_sequence
0.694,7.21,main_sequence
1.05,9.55,main_sequence
0.99,9.42,main_sequence
0.561,7.37,main_sequence
1.27,11.01,main_sequence
1.156,11.21,main_sequence
0.537,6.76,main_sequence
1.107,4.24,giant
0.415,6.57,main_sequence
0.916,3.7,main_sequence
0.749,8.94,main_sequence
0.52,6.64,main_sequence
0.468,5.77,main_sequence
1.001,10.17,main_sequence
0.7,8.68,main_sequence
0.95,10.03,main_sequence
1.082,3.96,giant
1.095,9.3,main_sequence
0.541,6.88,main_sequence
0.692,7.59,main_sequence
1.285,11.47,main_sequence
0.603,7.74,main_sequence
0.602,7.1,main_sequence
0.036,4.95,main_sequence
1.062,4.27,giant
1.29,11.15,main_sequence
1.123,6.26,main_sequence
0.636,7.53,main_sequence
0.666,6.81,main_sequence
0.792,9.05,main_sequence
0.613,8.28,main_sequence
1.16,9.7,main_sequence
0.904,9.31,main_sequence
0.658,7.04,main_sequence
0.78,8.17,main_sequence
0.257,4.97,main_sequence
0.424,6.24,main_sequence
0.667,7.11,main_sequence
0.648,7.68,main_sequence
1.431,11.98,main_sequence
1.232,10.45,main_sequence
-0.032,4.49,main_sequence
1.085,10.09,main_sequence
0.81,8.65,main_sequence
0.645,7.14,main_sequence
1.19,11.27,main_sequence
0.91,6.06,main_sequence
0.761,8.66,main_sequence
1.041,10.15,main_sequence
1.376,11.78,main_sequence
0.582,7.48,main_sequence
0.94,9.37,main_sequence
0.659,6.89,main_sequence
1.41,11.83,main_sequence
0.627,7.69,main_sequence
0.446,6.73,main_sequence
0.92,9.64,main_sequence
0.001,4.59,main_sequence
0.753,8.93,main_sequence
1.5,12.14,main_sequence
0.744,8.34,main_sequence
0.403,6.47,main_sequence
0.764,7.62,main_sequence
0.49,10.68,main_sequence
0.794,9.43,main_sequence
0.734,9.17,main_sequence
0.571,6.52,main_sequence
1.439,10.72,main_sequence
0.96,10.08,main_sequence
1.098,9.93,main_sequence
1.358,11.84,main_sequence
0.68,8.86,main_sequence
1.007,7.51,main_sequence
0.805,8.94,main_sequence
0.861,9.23,main_sequence
0.924,9.01,main_sequence
0.967,9.97,main_sequence
0.638,7.67,main_sequence
0.643,7.89,main_sequence
0.06,5.0,main_sequence
1.617,11.23,main_sequence
1.0,9.97,main_sequence
0.651,8.38,main_sequence
0.734,8.28,main_sequence
0.652,8.16,main_sequence
0.563,7.72,main_sequence
1.391,11.85,main_sequence
